59,98.15,103.1,101.35,2020-03-09,104.55,76385,DBCORP                        ,-7.338134870791691,-5.999866262413681,10.27287319422147,8.55588833531561,38.20265342792476,5.568880661479995,44.96212759798467,328938,112.62749873413463
60,99.2,107.0,100.1,2020-03-11,107.0,62056,DBCORP                        ,-7.793913953171142,-6.358675800565173,6.260032102728695,8.70458120676781,34.0010103417724,8.41099313296991,46.060313683357954,266882,110.70019123657546
61,88.6,98.4,91.5,2020-03-12,98.4,91320,DBCORP                        ,-8.748226180640259,-6.836585876580191,7.552083333333347,8.028329543427821,42.64937483446735,7.160559838752587,47.85946750995095,175562,107.7463156617177
62,81.5,86.0,91.65,2020-03-13,92.7,112989,DBCORP                        ,-9.384246003521866,-7.346117901968526,25.000000000000018,12.93737181202067,45.44751719287328,6.194653271241969,49.870171441623846,288551,105.26995940606884
63,80.85,89.0,83.75,2020-03-16,90.9,329936,DBCORP                        ,-10.4058085883605,-7.958056039246921,7.407407407407421,13.319830246913577,40.602908769548264,5.433521352440387,51.76477980741959,-41385,101.95919642051979
64,81.0,83.75,85.65,2020-03-17,89.0,339788,DBCORP                        ,-10.936026470061876,-8.553650125409913,12.26053639846746,14.889314601958281,36.97845466492483,4.948493324517876,53.52405900422993,298403,99.45008927890136
65,82.1,88.9,88.55,2020-03-18,92.95,150155,DBCORP                        ,-10.9954732267218,-9.04201474567229,19.66794380587484,13.11196253724989,32.71330465619071,8.576794757619536,53.87633520781804,448558,97.77315246676268
66,80.35,87.4,86.9,2020-03-19,90.4,57797,DBCORP                        ,-11.04836771439868,-9.443285339417569,17.87175989085951,16.60008003173392,31.13455934239986,7.6918112492866,54.34076964937976,390761,96.10035977956842
67,81.65,87.0,83.6,2020-03-20,87.8,77725,DBCORP                        ,-11.227149803440128,-9.800058232222082,8.867667121418826,15.469123606051042,29.152230556352354,7.202075753478887,54.7720302022585,313036,94.17722750578866
68,76.7,80.8,79.9,2020-03-23,83.85,51965,DBCORP                        ,-11.534433208775297,-10.146933227532726,8.398950131233605,11.71279238117063,32.1112695450077,6.670339226682895,55.54549252517389,261071,91.98073096643655
69,75.9,80.3,78.65,2020-03-24,82.3,26617,DBCORP                        ,-11.74345088294075,-10.46623675861433,7.412398921832885,8.226338724828421,30.80826868513244,6.227152327023969,56.318808069851734,234454,89.92984927929245
70,73.0,73.0,75.85,2020-03-25,78.4,27948,DBCORP                        ,-11.996744492239117,-10.77233830533929,7.289002557544744,7.7001172035370615,32.027399286064515,5.857170800994019,57.23024022859507,206506,87.76371862093977
71,74.1,76.15,75.9,2020-03-26,79.9,55191,DBCORP                        ,-12.054490260296362,-11.028768696330705,8.055555555555571,7.585652344977717,30.05339403109118,7.0901705131859964,57.55828634615499,261697,85.93853114079519
72,75.05,82.8,78.55,2020-03-27,82.8,34504,DBCORP                        ,-11.750963551391962,-11.173207667342956,16.3235294117647,10.556029174954988,27.605044212303486,9.56098804782297,56.914827231992035,296201,84.80183404221133
73,73.1,78.5,77.1,2020-03-30,78.55,40310,DBCORP                        ,-11.49491312645101,-11.237548759164568,12.058823529411749,12.145969498910658,28.080089233081107,9.005388503475718,56.523369640279846,255891,83.61693649725574
74,78.0,78.4,79.6,2020-03-31,86.7,63734,DBCORP                        ,-10.9638774587457,-11.182814499080795,25.98425196850391,18.122201636560103,25.29202877532329,16.540519414046564,53.98029576148241,319625,82.9989462669087
75,78.8,82.85,79.1,2020-04-01,84.0,42884,DBCORP                        ,-10.462765440358396,-11.038804687336317,30.57644110275686,22.873172200224158,23.907341254845793,15.634959365135334,51.61887001688479,276741,82.39910837969198
76,80.45,82.0,84.05,2020-04-03,87.4,55383,DBCORP                        ,-9.556050720079355,-10.742253893884925,55.388471177944844,37.316388083068524,21.850984111041647,17.81358959404065,48.658868057023135,332124,82.65309170589322
77,70.05,87.6,87.15,2020-04-07,87.6,51288,DBCORP                        ,-8.489467384019363,-10.291696591911814,74.67248908296945,53.54580045455703,27.977837157408597,14.896020012483003,47.362687493872315,383412,83.34492375114043
78,69.75,84.0,78.95,2020-04-08,104.55,239653,DBCORP                        ,-8.211210156234273,-9.875599304776307,26.43678160919541,52.165913956703214,20.728176426600083,23.65714699101514,44.45099280584302,143759,82.66878163558036
79,82.3,85.0,84.3,2020-04-09,85.0,82499,DBCORP                        ,-7.472846685391403,-9.395048780899327,41.810344827586206,47.639871839917,19.769104126551014,22.562554108828188,41.747276309815824,226258,82.91973830702955
80,83.25,89.0,84.1,2020-04-13,89.0,88014,DBCORP                        ,-6.825150556549957,-8.881069136029453,41.23563218390804,36.49425287356319,18.875223533690182,24.68782838792663,39.71839727215046,138244,83.101317029025
81,82.0,84.9,82.4,2020-04-15,87.75,173635,DBCORP                        ,-6.375529366642269,-8.379961182152016,36.35057471264369,39.79885057471262,19.008203810990597,23.54149424427156,37.64237655089763,-35391,82.9934221014827
82,79.6,83.75,79.9,2020-04-16,83.75,250231,DBCORP                        ,-6.150036646724388,-7.93397627506649,29.166666666666686,35.584291187739446,20.360544203350546,22.72146452123494,35.34506829058906,-285622,82.51751100894688
83,79.05,82.5,80.0,2020-04-17,82.5,165515,DBCORP                        ,-5.895305465629448,-7.526242113179082,29.45402298850575,31.657088122605344,20.226918239010104,22.034315680915007,33.125901028558104,-120107,82.13020162295506
84,80.0,81.9,81.15,2020-04-20,82.9,132723,DBCORP                        ,-5.536808893938215,-7.128355469330909,32.75862068965519,30.45977011494251,19.68793138760016,21.814712032915658,31.125797114238136,12616,81.97940137326965
85,77.7,79.7,78.85,2020-04-21,79.7,75767,DBCORP                        ,-5.376313757781958,-6.777947127021119,26.14942528735631,29.454022988505717,21.23880541522978,21.09455917841462,28.92686438396901,-63151,81.49795500815125
86,77.5,78.45,77.9,2020-04-22,78.85,59774,DBCORP                        ,-5.26508464816915,-6.475374631250726,23.419540229885076,27.442528735632163,21.150664126018913,20.805128237902302,26.919486310546827,-122925,80.94442346843567
87,75.95,78.15,76.2,2020-04-23,78.4,231305,DBCORP                        ,-5.253550905330982,-6.2310098860667775,18.534482758620697,22.70114942528733,22.250510562560343,20.26179116866676,25.33080769519961,-354230,80.21451216559942
88,74.6,75.9,74.75,2020-04-24,76.2,79862,DBCORP                        ,-5.300314486807281,-6.044870806214879,14.367816091954024,18.773946360153236,23.37096976566577,19.896355402644176,24.0950766835509,-434092,79.37381798627642
89,74.3,78.7,75.2,2020-04-27,78.7,69848,DBCORP                        ,-5.240652740251008,-5.884027193022105,15.660919540229893,16.187739463601513,22.185942155681477,21.768480699632807,22.44183976613249,-364244,78.7316921422339
90,74.05,75.25,74.4,2020-04-28,75.25,67250,DBCORP                        ,-5.198004332091529,-5.74682262083599,13.362068965517258,14.463601532567033,22.166094135193205,21.449052610900747,20.9562811768135,-431494,78.0652779665056
91,74.15,74.15,74.95,2020-04-29,75.6,59622,DBCORP                        ,-5.061479176615094,-5.60975393199181,14.942528735632191,14.655172413793087,21.750766349640948,21.499434329685943,19.500911935659396,-371872,77.58600443319706
92,74.65,75.55,75.05,2020-04-30,78.6,188076,DBCORP                        ,-4.888857141109483,-5.465574573815346,6.68896321070234,11.66452030395057,20.617451518990126,24.33652592138725,18.698923286502854,-183796,77.19584990501289
93,70.9,75.05,71.85,2020-05-04,75.35,98269,DBCORP                        ,-4.953169140173628,-5.363093487087003,5.248618784530326,8.96003691028826,24.402015075183698,22.889551384960857,17.591726472016312,-282065,76.37341145808783
94,71.0,72.05,71.1,2020-05-05,72.8,56376,DBCORP                        ,-5.006938721888574,-5.291862534047317,1.1869436201779744,4.374841871803521,23.7859591310265,22.311679264713813,16.563615144278806,-338441,75.56211738761277
95,69.3,71.9,69.85,2020-05-06,71.9,82461,DBCORP                        ,-5.091721856031171,-5.251834398444088,3.806228373702402,3.413930259470208,25.357878181540126,21.468571413552688,15.973770521648714,-420902,74.68333009721081
96,69.25,70.8,70.0,2020-05-07,72.0,96335,DBCORP                        ,-5.088156256216635,-5.219098769998598,5.494505494505492,3.4958924961285973,24.311458456045926,20.732706455389668,15.400285818548337,-324567,73.96281777456299
97,69.25,71.0,69.6,2020-05-08,71.8,109639,DBCORP                        ,-5.059286840336654,-5.187136384066209,2.5641025641025212,3.95494547743678,23.349273528839802,19.91215931760148,14.867764308526558,-434206,73.29161504001485
98,66.55,71.5,67.1,2020-05-11,71.5,162853,DBCORP                        ,-5.178442861053654,-5.185397679463698,4.182509505703399,4.080372521437112,25.73310684501593,18.390586252198865,14.99440729846039,-597059,72.33905888001256
99,65.2,67.0,65.85,2020-05-12,68.4,100759,DBCORP                        ,-5.312500223597695,-5.210818188290498,4.761904761904702,3.8361722772368494,26.564249029646586,17.46164333158673,15.400204878424812,-697818,71.34074212924139
100,65.95,76.0,66.9,2020-05-13,76.0,176501,DBCORP                        ,-5.273228923897463,-5.223300335411891,12.592592592592613,7.179002286733547,22.655269197076315,25.91039993330253,14.778942709656095,-521317,70.65755103243502
101,65.5,65.5,66.0,2020-05-14,67.8,96674,DBCORP                        ,-5.254161906481073,-5.229472649625728,5.925925925925905,7.760141093474384,22.548152738824577,25.01221749262072,14.093369662030323,-617991,69.94100471975271
102,65.5,66.8,65.75,2020-05-15,66.8,66288,DBCORP                        ,-5.199289891052487,-5.22343609791108,4.074074074074053,7.530864197530835,22.082209336872634,24.495355741511208,13.45676611780639,-684279,69.29623476286768
0,170.7,175.0,171.15,2019-12-16,175.85,507354,DCBBANK                       ,,,8.737864077670224,8.737864077670224,0.0,0.0,0.0,507354,171.15
1,169.3,173.5,171.45,2019-12-17,173.5,699646,DCBBANK                       ,,,32.824427480915766,20.781145779292995,0.0,0.0,0.0,1207000,171.19615384615386
2,169.0,171.6,169.95,2019-12-18,172.0,391832,DCBBANK                       ,,,13.868613138685976,18.47696823242399,0.0,0.0,0.0,815168,171.0044378698225
3,166.15,170.15,167.05,2019-12-19,170.9,607603,DCBBANK                       ,,,9.278350515463988,18.657130378355244,0.0,0.0,0.0,207565,170.39606281292674
4,164.8,167.3,165.95,2019-12-20,170.3,922449,DCBBANK                       ,,,10.407239819004335,11.184734491051431,0.0,0.0,0.0,-714884,169.71205314939957
5,166.0,166.0,169.35,2019-12-23,171.0,672884,DCBBANK                       ,,,41.176470588235205,20.287353640901173,0.0,0.0,0.0,-42000,169.65635266487658
6,167.1,169.4,169.75,2019-12-24,171.1,456863,DCBBANK                       ,,,44.796380090497706,32.12669683257908,0.0,0.0,0.0,414863,169.67075994720327
7,166.2,170.15,166.95,2019-12-26,171.45,444652,DCBBANK                       ,,,19.457013574660458,35.14328808446445,0.0,0.0,0.0,-29789,169.25218149378736
8,167.0,167.4,170.75,2019-12-27,171.85,717698,DCBBANK                       ,,,53.846153846153825,39.36651583710399,0.0,0.0,0.0,687909,169.48261511012777
9,168.55,172.5,168.9,2019-12-30,172.5,537525,DCBBANK                       ,,,37.10407239819005,36.802413273001434,0.0,0.0,0.0,150384,169.39298201626195
10,168.15,169.4,171.9,2019-12-31,172.8,980778,DCBBANK                       ,,,64.25339366515841,51.73453996983408,0.0,0.0,0.0,1131162,169.77867709068317
11,172.0,172.45,176.3,2020-01-01,177.9,800357,DCBBANK                       ,,,87.78625954198478,63.04790853511107,0.0,0.0,0.0,1931519,170.78195753827038
12,174.85,177.0,183.3,2020-01-02,184.4,1236442,DCBBANK                       ,,,94.38775510204084,82.14246943639466,0.0,0.0,0.0,3167961,172.70781022469032
13,179.05,183.3,182.5,2020-01-03,184.0,1481891,DCBBANK                       ,,,90.30612244897956,90.82671236433505,0.0,0.0,0.0,1686070,174.21430095935335
14,177.5,178.7,182.95,2020-01-06,183.8,1704930,DCBBANK                       ,,,92.60204081632644,92.43197278911562,0.0,0.0,0.0,3391000,175.55825465791438
